fault_id,fault_type,table,record_id,detail
FAULT-03362,temporal_violations,trans,700187,date 970605 -> 921203 (account_id 2396)
FAULT-03363,temporal_violations,trans,1142813,date 970713 -> 920624 (account_id 3909)
FAULT-03364,temporal_violations,trans,305689,date 970114 -> 930306 (account_id 1042)
FAULT-03365,temporal_violations,trans,3327354,date 980911 -> 229 (account_id 11053)
FAULT-03366,temporal_violations,trans,673211,date 980430 -> 990811 (account_id 2299)
FAULT-03367,temporal_violations,trans,3445117,date 971130 -> 990820 (account_id 103)
FAULT-03368,temporal_violations,trans,453106,date 960430 -> 910918 (account_id 1539)
FAULT-03369,temporal_violations,trans,66199,date 931128 -> 930213 (account_id 220)
FAULT-03370,temporal_violations,trans,3600116,date 960229 -> 990716 (account_id 2111)
FAULT-03371,temporal_violations,trans,451386,date 981025 -> 930107 (account_id 1534)
FAULT-03372,temporal_violations,trans,393891,date 980113 -> 418 (account_id 1338)
FAULT-03373,temporal_violations,trans,359516,date 930512 -> 991207 (account_id 1222)
FAULT-03374,temporal_violations,trans,30587,date 961031 -> 991013 (account_id 99)
FAULT-03375,temporal_violations,trans,485585,date 970124 -> 603 (account_id 1654)
FAULT-03376,temporal_violations,trans,1054021,date 980513 -> 941116 (account_id 3605)
FAULT-03377,temporal_violations,trans,3461884,date 960531 -> 940704 (account_id 2333)
FAULT-03378,temporal_violations,trans,478084,date 961210 -> 950115 (account_id 1629)
FAULT-03379,temporal_violations,trans,3584267,date 980731 -> 216 (account_id 1637)
FAULT-03380,temporal_violations,trans,132739,date 980514 -> 990626 (account_id 445)
FAULT-03381,temporal_violations,trans,1089733,date 970306 -> 940721 (account_id 3725)
FAULT-03382,temporal_violations,trans,819403,date 960520 -> 991208 (account_id 2789)
FAULT-03383,temporal_violations,trans,553947,date 970913 -> 950422 (account_id 1886)
FAULT-03384,temporal_violations,trans,987053,date 940313 -> 816 (account_id 3367)
FAULT-03385,temporal_violations,trans,476300,date 971026 -> 960101 (account_id 1623)
FAULT-03386,temporal_violations,trans,640126,date 980731 -> 214 (account_id 2185)
FAULT-03387,temporal_violations,trans,1103974,date 930909 -> 930430 (account_id 3771)
FAULT-03388,temporal_violations,trans,3623824,date 950131 -> 704 (account_id 2824)
FAULT-03389,temporal_violations,trans,2313455,date 980515 -> 718 (account_id 7632)
FAULT-03390,temporal_violations,trans,859863,date 970904 -> 950813 (account_id 2930)
FAULT-03391,temporal_violations,trans,286422,date 980209 -> 920412 (account_id 982)
FAULT-03392,temporal_violations,trans,2370142,date 980411 -> 991230 (account_id 7815)
FAULT-03393,temporal_violations,trans,859460,date 981031 -> 931014 (account_id 2928)
FAULT-03394,temporal_violations,trans,1544922,date 971130 -> 921209 (account_id 5256)
FAULT-03395,temporal_violations,trans,211151,date 970516 -> 920214 (account_id 717)
FAULT-03396,temporal_violations,trans,55896,date 970314 -> 920809 (account_id 187)
FAULT-03397,temporal_violations,trans,111467,date 971119 -> 930901 (account_id 377)
FAULT-03398,temporal_violations,trans,3573832,date 970831 -> 930330 (account_id 1314)
FAULT-03399,temporal_violations,trans,23622,date 950106 -> 920729 (account_id 78)
FAULT-03400,temporal_violations,trans,588207,date 950106 -> 990814 (account_id 2002)
FAULT-03401,temporal_violations,trans,143302,date 980206 -> 960811 (account_id 480)
FAULT-03402,temporal_violations,trans,870753,date 981215 -> 960101 (account_id 2966)
FAULT-03403,temporal_violations,trans,963421,date 961130 -> 921220 (account_id 3283)
FAULT-03404,temporal_violations,trans,580682,date 971208 -> 960301 (account_id 1976)
FAULT-03405,temporal_violations,trans,1200991,date 970609 -> 990818 (account_id 4109)
FAULT-03406,temporal_violations,trans,108435,date 971130 -> 960904 (account_id 367)
FAULT-03407,temporal_violations,trans,1108232,date 961127 -> 920510 (account_id 3785)
FAULT-03408,temporal_violations,trans,417896,date 960914 -> 113 (account_id 1417)
FAULT-03409,temporal_violations,trans,951400,date 950228 -> 930227 (account_id 3243)
FAULT-03410,temporal_violations,trans,358128,date 981202 -> 950412 (account_id 1216)
FAULT-03411,temporal_violations,trans,108212,date 970912 -> 951025 (account_id 366)
FAULT-03412,temporal_violations,trans,281562,date 950124 -> 920624 (account_id 965)
FAULT-03413,temporal_violations,trans,752178,date 931223 -> 990817 (account_id 2566)
FAULT-03414,temporal_violations,trans,1062204,date 980210 -> 921122 (account_id 3629)
FAULT-03415,temporal_violations,trans,466374,date 940406 -> 990912 (account_id 1588)
FAULT-03416,temporal_violations,trans,366219,date 980602 -> 990627 (account_id 1245)
FAULT-03417,temporal_violations,trans,105841,date 951207 -> 920324 (account_id 361)
FAULT-03418,temporal_violations,trans,1288068,date 980306 -> 991218 (account_id 4405)
FAULT-03419,temporal_violations,trans,257458,date 960705 -> 218 (account_id 883)
FAULT-03420,temporal_violations,trans,232071,date 931008 -> 920327 (account_id 790)
FAULT-03421,temporal_violations,trans,1150774,date 961214 -> 940520 (account_id 3936)
FAULT-03422,temporal_violations,trans,263932,date 941212 -> 921116 (account_id 902)
FAULT-03423,temporal_violations,trans,3550996,date 951231 -> 950403 (account_id 625)
FAULT-03424,temporal_violations,trans,983525,date 950130 -> 930907 (account_id 3355)
FAULT-03425,temporal_violations,trans,456557,date 971110 -> 812 (account_id 1551)
FAULT-03426,temporal_violations,trans,308743,date 951031 -> 920614 (account_id 1052)
FAULT-03427,temporal_violations,trans,1891264,date 981122 -> 990703 (account_id 6400)
FAULT-03428,temporal_violations,trans,163979,date 941225 -> 931005 (account_id 548)
FAULT-03429,temporal_violations,trans,681959,date 970731 -> 930309 (account_id 2327)
FAULT-03430,temporal_violations,trans,3505905,date 961031 -> 960209 (account_id 8972)
FAULT-03431,temporal_violations,trans,497641,date 980530 -> 920131 (account_id 1695)
FAULT-03432,temporal_violations,trans,548477,date 960712 -> 403 (account_id 1867)
FAULT-03433,temporal_violations,trans,377150,date 980217 -> 720 (account_id 1284)
FAULT-03434,temporal_violations,trans,2712438,date 970516 -> 951223 (account_id 8972)
FAULT-03435,temporal_violations,trans,2747234,date 980309 -> 921003 (account_id 9093)
FAULT-03436,temporal_violations,trans,1485628,date 981025 -> 990603 (account_id 5063)
FAULT-03437,temporal_violations,trans,227593,date 960930 -> 920526 (account_id 773)
FAULT-03438,temporal_violations,trans,3533015,date 980531 -> 215 (account_id 73)
FAULT-03439,temporal_violations,trans,3439524,date 980831 -> 960109 (account_id 847)
FAULT-03440,temporal_violations,trans,48768,date 970813 -> 920510 (account_id 163)
FAULT-03441,temporal_violations,trans,3558816,date 940731 -> 991127 (account_id 866)
FAULT-03442,temporal_violations,trans,742205,date 940712 -> 991209 (account_id 2534)
FAULT-03443,temporal_violations,trans,29647,date 971223 -> 990524 (account_id 96)
FAULT-03444,temporal_violations,trans,915052,date 961105 -> 950920 (account_id 3118)
FAULT-03445,temporal_violations,trans,122777,date 981211 -> 940923 (account_id 412)
FAULT-03446,temporal_violations,trans,62583,date 941231 -> 930421 (account_id 207)
FAULT-03447,temporal_violations,trans,884690,date 950627 -> 991111 (account_id 3014)
FAULT-03448,temporal_violations,trans,3545982,date 980228 -> 421 (account_id 462)
FAULT-03449,temporal_violations,trans,1123582,date 960101 -> 921220 (account_id 3837)
FAULT-03450,temporal_violations,trans,12286,date 960831 -> 990908 (account_id 40)
FAULT-03451,temporal_violations,trans,1127102,date 941007 -> 930216 (account_id 3850)
FAULT-03452,temporal_violations,trans,505170,date 970222 -> 950415 (account_id 1725)
FAULT-03453,temporal_violations,trans,3459634,date 950731 -> 921207 (account_id 135)
FAULT-03454,temporal_violations,trans,199821,date 950111 -> 930402 (account_id 678)
FAULT-03455,temporal_violations,trans,993633,date 971121 -> 960228 (account_id 3390)
FAULT-03456,temporal_violations,trans,653041,date 970731 -> 505 (account_id 2232)
FAULT-03457,temporal_violations,trans,49256,date 931111 -> 920715 (account_id 165)
FAULT-03458,temporal_violations,trans,3663927,date 961031 -> 626 (account_id 4342)
FAULT-03459,temporal_violations,trans,690241,date 980413 -> 625 (account_id 2358)
FAULT-03460,temporal_violations,trans,2730901,date 981122 -> 921229 (account_id 9034)
FAULT-03461,temporal_violations,trans,3616329,date 980228 -> 950829 (account_id 2593)
FAULT-03462,temporal_violations,trans,545926,date 980731 -> 711 (account_id 1857)
FAULT-03463,temporal_violations,trans,3601528,date 980331 -> 416 (account_id 2155)
FAULT-03464,temporal_violations,trans,2887882,date 980608 -> 990929 (account_id 9560)
FAULT-03465,temporal_violations,trans,405598,date 970213 -> 950630 (account_id 1380)
FAULT-03466,temporal_violations,trans,935073,date 971116 -> 960520 (account_id 3191)
FAULT-03467,temporal_violations,trans,63795,date 931105 -> 920112 (account_id 212)
FAULT-03468,temporal_violations,trans,122924,date 960905 -> 991014 (account_id 413)
FAULT-03469,temporal_violations,trans,131042,date 981226 -> 960709 (account_id 440)
FAULT-03470,temporal_violations,trans,1524565,date 971219 -> 960228 (account_id 5196)
FAULT-03471,temporal_violations,trans,1167164,date 940730 -> 920110 (account_id 3999)
FAULT-03472,temporal_violations,trans,536705,date 940831 -> 930624 (account_id 1827)
FAULT-03473,temporal_violations,trans,247235,date 971207 -> 960102 (account_id 850)
FAULT-03474,temporal_violations,trans,288412,date 960808 -> 921127 (account_id 989)
FAULT-03475,temporal_violations,trans,552476,date 951018 -> 930405 (account_id 1880)
FAULT-03476,temporal_violations,trans,62521,date 980118 -> 920713 (account_id 207)
FAULT-03477,temporal_violations,trans,966621,date 981010 -> 950603 (account_id 3294)
FAULT-03478,temporal_violations,trans,1011578,date 980607 -> 202 (account_id 3457)
FAULT-03479,temporal_violations,trans,595462,date 950605 -> 708 (account_id 2027)
FAULT-03480,temporal_violations,trans,3539516,date 931231 -> 222 (account_id 273)
FAULT-03481,temporal_violations,trans,1743770,date 971020 -> 960916 (account_id 5912)
FAULT-03482,temporal_violations,trans,686806,date 950214 -> 930628 (account_id 2345)
FAULT-03483,temporal_violations,trans,3123486,date 981010 -> 990906 (account_id 10365)
FAULT-03484,temporal_violations,trans,1103327,date 971031 -> 960101 (account_id 3769)
FAULT-03485,temporal_violations,trans,1207245,date 980630 -> 960628 (account_id 4130)
FAULT-03486,temporal_violations,trans,3663660,date 980930 -> 940223 (account_id 4276)
FAULT-03487,temporal_violations,trans,371603,date 980411 -> 951107 (account_id 1266)
FAULT-03488,temporal_violations,trans,401233,date 940517 -> 990624 (account_id 1366)
FAULT-03489,temporal_violations,trans,2448923,date 971205 -> 991001 (account_id 8073)
FAULT-03490,temporal_violations,trans,2349807,date 981129 -> 921105 (account_id 7753)
FAULT-03491,temporal_violations,trans,1029955,date 980131 -> 950712 (account_id 3518)
FAULT-03492,temporal_violations,trans,3663330,date 941031 -> 930508 (account_id 4245)
FAULT-03493,temporal_violations,trans,300099,date 960426 -> 424 (account_id 1022)
FAULT-03494,temporal_violations,trans,2906908,date 981005 -> 811 (account_id 9627)
FAULT-03495,temporal_violations,trans,1595865,date 951111 -> 930901 (account_id 5422)
FAULT-03496,temporal_violations,trans,3442613,date 941130 -> 310 (account_id 1518)
FAULT-03497,temporal_violations,trans,107651,date 960805 -> 930501 (account_id 365)
FAULT-03498,temporal_violations,trans,3642897,date 980430 -> 991230 (account_id 3405)
FAULT-03499,temporal_violations,trans,551016,date 940210 -> 930429 (account_id 1877)
FAULT-03500,temporal_violations,trans,3617289,date 960731 -> 316 (account_id 2623)
FAULT-03501,temporal_violations,trans,504747,date 980305 -> 970625 (account_id 1723)
FAULT-03502,temporal_violations,trans,1157825,date 980111 -> 990603 (account_id 3964)
FAULT-03503,temporal_violations,trans,1113800,date 961231 -> 990825 (account_id 12774)
FAULT-03504,temporal_violations,trans,605351,date 941209 -> 990829 (account_id 2061)
FAULT-03505,temporal_violations,trans,1068481,date 941130 -> 414 (account_id 3650)
FAULT-03506,temporal_violations,trans,1110606,date 970912 -> 325 (account_id 3792)
FAULT-03507,temporal_violations,trans,609378,date 980120 -> 990421 (account_id 2074)
FAULT-03508,temporal_violations,trans,54669,date 960412 -> 921024 (account_id 183)
FAULT-03509,temporal_violations,trans,264592,date 960731 -> 990507 (account_id 903)
FAULT-03510,temporal_violations,trans,1156543,date 961227 -> 810 (account_id 3956)
FAULT-03511,temporal_violations,trans,3602812,date 940831 -> 920830 (account_id 2201)
FAULT-03512,temporal_violations,trans,756739,date 940714 -> 990708 (account_id 2582)
FAULT-03513,temporal_violations,trans,1003839,date 961213 -> 990812 (account_id 3425)
FAULT-03514,temporal_violations,trans,773577,date 980430 -> 951022 (account_id 2640)
FAULT-03515,temporal_violations,trans,155766,date 980203 -> 941224 (account_id 521)
FAULT-03516,temporal_violations,trans,669832,date 970314 -> 991206 (account_id 2286)
FAULT-03517,temporal_violations,trans,113009,date 940308 -> 920610 (account_id 381)
FAULT-03518,temporal_violations,trans,827341,date 940213 -> 706 (account_id 2818)
FAULT-03519,temporal_violations,trans,603652,date 960430 -> 990619 (account_id 2054)
FAULT-03520,temporal_violations,trans,2247081,date 960912 -> 990622 (account_id 7418)
FAULT-03521,temporal_violations,trans,1044564,date 960331 -> 921206 (account_id 3571)
FAULT-03522,temporal_violations,trans,407836,date 950831 -> 930709 (account_id 1388)
FAULT-03523,temporal_violations,trans,3449367,date 980831 -> 920804 (account_id 3678)
FAULT-03524,temporal_violations,trans,1097795,date 940405 -> 930714 (account_id 3751)
FAULT-03525,temporal_violations,trans,559788,date 971010 -> 951203 (account_id 1904)
FAULT-03526,temporal_violations,trans,2108064,date 980110 -> 941027 (account_id 7136)
FAULT-03527,temporal_violations,trans,3609605,date 970930 -> 951108 (account_id 2409)
FAULT-03528,temporal_violations,trans,1141236,date 970307 -> 991109 (account_id 3902)
FAULT-03529,temporal_violations,trans,3352853,date 960508 -> 991227 (account_id 11135)
FAULT-03530,temporal_violations,trans,209598,date 960930 -> 990427 (account_id 711)
FAULT-03531,temporal_violations,trans,3145835,date 980311 -> 921222 (account_id 10440)
FAULT-03532,temporal_violations,trans,614284,date 961113 -> 960622 (account_id 2094)
FAULT-03533,temporal_violations,trans,280578,date 980115 -> 803 (account_id 960)
FAULT-03534,temporal_violations,trans,118932,date 980123 -> 990417 (account_id 399)
FAULT-03535,temporal_violations,trans,1273933,date 971130 -> 921227 (account_id 4356)
FAULT-03536,temporal_violations,trans,320739,date 970929 -> 951107 (account_id 1096)
FAULT-03537,temporal_violations,trans,935804,date 950712 -> 921022 (account_id 3195)
FAULT-03538,temporal_violations,trans,825786,date 970206 -> 111 (account_id 2813)
FAULT-03539,temporal_violations,trans,3660897,date 951130 -> 990422 (account_id 3954)
FAULT-03540,temporal_violations,trans,263107,date 940608 -> 940206 (account_id 900)
FAULT-03541,temporal_violations,trans,627162,date 980608 -> 970405 (account_id 2142)
FAULT-03542,temporal_violations,trans,991343,date 970410 -> 990628 (account_id 3380)
FAULT-03543,temporal_violations,trans,626451,date 960430 -> 940309 (account_id 2139)
FAULT-03544,temporal_violations,trans,880731,date 980718 -> 930509 (account_id 3000)
FAULT-03545,temporal_violations,trans,469230,date 980212 -> 107 (account_id 1598)
FAULT-03546,temporal_violations,trans,2775669,date 940612 -> 911107 (account_id 9188)
FAULT-03547,temporal_violations,trans,534258,date 950709 -> 226 (account_id 1820)
FAULT-03548,temporal_violations,trans,963795,date 940831 -> 991222 (account_id 3284)
FAULT-03549,temporal_violations,trans,3643578,date 961130 -> 931030 (account_id 3429)
FAULT-03550,temporal_violations,trans,653015,date 970504 -> 414 (account_id 2232)
FAULT-03551,temporal_violations,trans,601227,date 970108 -> 940501 (account_id 2047)
FAULT-03552,temporal_violations,trans,471797,date 970605 -> 119 (account_id 1605)
FAULT-03553,temporal_violations,trans,804116,date 960811 -> 990428 (account_id 2740)
FAULT-03554,temporal_violations,trans,846057,date 970313 -> 921110 (account_id 2881)
FAULT-03555,temporal_violations,trans,176702,date 970530 -> 930729 (account_id 596)
FAULT-03556,temporal_violations,trans,754574,date 961014 -> 920910 (account_id 2574)
FAULT-03557,temporal_violations,trans,266776,date 980207 -> 950922 (account_id 913)
FAULT-03558,temporal_violations,trans,52109,date 940326 -> 930121 (account_id 173)
FAULT-03559,temporal_violations,trans,2944183,date 940516 -> 103 (account_id 9750)
FAULT-03560,temporal_violations,trans,1018042,date 951031 -> 931205 (account_id 3478)
FAULT-03561,temporal_violations,trans,3583798,date 981031 -> 990823 (account_id 1624)
FAULT-03562,temporal_violations,trans,279575,date 971109 -> 941026 (account_id 957)
FAULT-03563,temporal_violations,trans,1255454,date 980611 -> 990709 (account_id 4293)
FAULT-03564,temporal_violations,trans,116644,date 961225 -> 991228 (account_id 393)
FAULT-03565,temporal_violations,trans,3055854,date 980704 -> 214 (account_id 10131)
FAULT-03566,temporal_violations,trans,138902,date 961014 -> 910929 (account_id 465)
FAULT-03567,temporal_violations,trans,782247,date 960130 -> 991018 (account_id 2666)
FAULT-03568,temporal_violations,trans,559139,date 950430 -> 404 (account_id 1902)
FAULT-03569,temporal_violations,trans,619902,date 970527 -> 941229 (account_id 2116)
FAULT-03570,temporal_violations,trans,960538,date 970907 -> 950729 (account_id 3272)
FAULT-03571,temporal_violations,trans,87016,date 940630 -> 501 (account_id 290)
FAULT-03572,temporal_violations,trans,1218822,date 940806 -> 920229 (account_id 4171)
FAULT-03573,temporal_violations,trans,1207792,date 971101 -> 991018 (account_id 4131)
FAULT-03574,temporal_violations,trans,351057,date 940406 -> 990504 (account_id 1193)
FAULT-03575,temporal_violations,trans,8711,date 960912 -> 991109 (account_id 31)
FAULT-03576,temporal_violations,trans,498979,date 960820 -> 950113 (account_id 1700)
FAULT-03577,temporal_violations,trans,324322,date 970130 -> 920723 (account_id 1107)
FAULT-03578,temporal_violations,trans,683362,date 980430 -> 960720 (account_id 2332)
FAULT-03579,temporal_violations,trans,841431,date 981211 -> 991002 (account_id 2864)
FAULT-03580,temporal_violations,trans,533489,date 950731 -> 930601 (account_id 1816)
FAULT-03581,temporal_violations,trans,1089507,date 961130 -> 950823 (account_id 3723)
FAULT-03582,temporal_violations,trans,11602,date 970314 -> 930616 (account_id 39)
FAULT-03583,temporal_violations,trans,479712,date 970614 -> 509 (account_id 1635)
FAULT-03584,temporal_violations,trans,3438402,date 970331 -> 991005 (account_id 574)
FAULT-03585,temporal_violations,trans,86235,date 950309 -> 930527 (account_id 289)
FAULT-03586,temporal_violations,trans,419433,date 980106 -> 920612 (account_id 1422)
FAULT-03587,temporal_violations,trans,1122338,date 940308 -> 427 (account_id 3834)
FAULT-03588,temporal_violations,trans,3437967,date 981231 -> 228 (account_id 523)
FAULT-03589,temporal_violations,trans,1159112,date 931201 -> 991031 (account_id 3969)
FAULT-03590,temporal_violations,trans,875422,date 980918 -> 950829 (account_id 2982)
FAULT-03591,temporal_violations,trans,1135806,date 970511 -> 920326 (account_id 3882)
FAULT-03592,temporal_violations,trans,1101088,date 960331 -> 920922 (account_id 3760)
FAULT-03593,temporal_violations,trans,1602958,date 940430 -> 921205 (account_id 5442)
FAULT-03594,temporal_violations,trans,3597326,date 950731 -> 941126 (account_id 2018)
FAULT-03595,temporal_violations,trans,763727,date 971206 -> 613 (account_id 2608)
FAULT-03596,temporal_violations,trans,226747,date 940912 -> 921103 (account_id 772)
FAULT-03597,temporal_violations,trans,565477,date 981209 -> 990512 (account_id 1925)
FAULT-03598,temporal_violations,trans,2258786,date 940408 -> 722 (account_id 7454)
FAULT-03599,temporal_violations,trans,299225,date 950708 -> 920523 (account_id 1019)
FAULT-03600,temporal_violations,trans,676651,date 980630 -> 991114 (account_id 2311)
FAULT-03601,temporal_violations,trans,3353888,date 970409 -> 991021 (account_id 11138)
FAULT-03602,temporal_violations,trans,441616,date 980424 -> 950704 (account_id 1500)
FAULT-03603,temporal_violations,trans,3546508,date 960731 -> 991117 (account_id 478)
FAULT-03604,temporal_violations,trans,1016468,date 960613 -> 940829 (account_id 3474)
FAULT-03605,temporal_violations,trans,133224,date 981213 -> 628 (account_id 446)
FAULT-03606,temporal_violations,trans,987263,date 940910 -> 105 (account_id 3367)
FAULT-03607,temporal_violations,trans,3593172,date 961130 -> 951201 (account_id 1899)
FAULT-03608,temporal_violations,trans,670138,date 961129 -> 960221 (account_id 2287)
FAULT-03609,temporal_violations,trans,1147220,date 981012 -> 941103 (account_id 3924)
FAULT-03610,temporal_violations,trans,495474,date 970111 -> 991018 (account_id 1689)
FAULT-03611,temporal_violations,trans,3467022,date 970831 -> 961125 (account_id 3768)
FAULT-03612,temporal_violations,trans,3479782,date 980731 -> 920120 (account_id 9265)
FAULT-03613,temporal_violations,trans,441449,date 961001 -> 950522 (account_id 1500)
FAULT-03614,temporal_violations,trans,3566135,date 960731 -> 931017 (account_id 1080)
FAULT-03615,temporal_violations,trans,859752,date 970831 -> 960130 (account_id 2929)
FAULT-03616,temporal_violations,trans,2304838,date 950606 -> 819 (account_id 7606)
FAULT-03617,temporal_violations,trans,2502402,date 980814 -> 921125 (account_id 8261)
FAULT-03618,temporal_violations,trans,630256,date 970829 -> 314 (account_id 2151)
FAULT-03619,temporal_violations,trans,2885595,date 980930 -> 960214 (account_id 9549)
FAULT-03620,temporal_violations,trans,614838,date 960105 -> 940422 (account_id 2096)
FAULT-03621,temporal_violations,trans,603684,date 950223 -> 941126 (account_id 2054)
FAULT-03622,temporal_violations,trans,465920,date 960324 -> 990907 (account_id 1585)
FAULT-03623,temporal_violations,trans,1890927,date 971012 -> 990921 (account_id 6400)
FAULT-03624,temporal_violations,trans,3439852,date 941130 -> 990713 (account_id 964)
FAULT-03625,temporal_violations,trans,3441220,date 950731 -> 920811 (account_id 1180)
FAULT-03626,temporal_violations,trans,2833775,date 970423 -> 940805 (account_id 9377)
FAULT-03627,temporal_violations,trans,397521,date 950427 -> 940622 (account_id 1352)
FAULT-03628,temporal_violations,trans,403788,date 940507 -> 930220 (account_id 1375)
FAULT-03629,temporal_violations,trans,1596243,date 980228 -> 991128 (account_id 5422)
FAULT-03630,temporal_violations,trans,759057,date 980809 -> 131 (account_id 2589)
FAULT-03631,temporal_violations,trans,262437,date 980612 -> 951221 (account_id 898)
FAULT-03632,temporal_violations,trans,534452,date 980831 -> 930805 (account_id 1820)
FAULT-03633,temporal_violations,trans,1001202,date 960531 -> 950308 (account_id 3417)
FAULT-03634,temporal_violations,trans,13598,date 980331 -> 960919 (account_id 45)
FAULT-03635,temporal_violations,trans,1095734,date 950831 -> 920823 (account_id 3745)
FAULT-03636,temporal_violations,trans,524102,date 960604 -> 911214 (account_id 1787)
FAULT-03637,temporal_violations,trans,4539,date 950910 -> 940419 (account_id 19)
FAULT-03638,temporal_violations,trans,395563,date 950413 -> 990815 (account_id 1345)
FAULT-03639,temporal_violations,trans,3633031,date 981031 -> 960520 (account_id 3104)
FAULT-03640,temporal_violations,trans,959732,date 980909 -> 940607 (account_id 3269)
FAULT-03641,temporal_violations,trans,3545423,date 981231 -> 990916 (account_id 447)
FAULT-03642,temporal_violations,trans,49366,date 970105 -> 991227 (account_id 165)
FAULT-03643,temporal_violations,trans,138777,date 980507 -> 911120 (account_id 465)
FAULT-03644,temporal_violations,trans,3495830,date 980131 -> 128 (account_id 8051)
FAULT-03645,temporal_violations,trans,494456,date 970311 -> 921111 (account_id 1686)
FAULT-03646,temporal_violations,trans,1977675,date 980321 -> 920206 (account_id 6701)
FAULT-03647,temporal_violations,trans,981427,date 980815 -> 991105 (account_id 3349)
FAULT-03648,temporal_violations,trans,534595,date 970310 -> 322 (account_id 1821)
FAULT-03649,temporal_violations,trans,3588473,date 960229 -> 990728 (account_id 1770)
FAULT-03650,temporal_violations,trans,3469349,date 981130 -> 930424 (account_id 4255)
FAULT-03651,temporal_violations,trans,551265,date 970130 -> 920905 (account_id 1877)
FAULT-03652,temporal_violations,trans,734687,date 950731 -> 930125 (account_id 2510)
FAULT-03653,temporal_violations,trans,679845,date 930723 -> 920815 (account_id 2321)
FAULT-03654,temporal_violations,trans,971007,date 950308 -> 921017 (account_id 3309)
FAULT-03655,temporal_violations,trans,3549054,date 970930 -> 951013 (account_id 557)
FAULT-03656,temporal_violations,trans,3182552,date 980731 -> 951214 (account_id 10558)
FAULT-03657,temporal_violations,trans,3633214,date 950731 -> 990921 (account_id 3112)
FAULT-03658,temporal_violations,trans,1073880,date 950228 -> 991017 (account_id 3669)
FAULT-03659,temporal_violations,trans,853512,date 971213 -> 208 (account_id 2909)
FAULT-03660,temporal_violations,trans,304356,date 980911 -> 960716 (account_id 1037)
FAULT-03661,temporal_violations,trans,368447,date 970119 -> 950129 (account_id 1252)
FAULT-03662,temporal_violations,trans,433482,date 980408 -> 991016 (account_id 1473)
FAULT-03663,temporal_violations,trans,3599408,date 980430 -> 950927 (account_id 2083)
FAULT-03664,temporal_violations,trans,347423,date 981113 -> 990930 (account_id 1178)
FAULT-03665,temporal_violations,trans,2464404,date 960902 -> 931121 (account_id 8127)
FAULT-03666,temporal_violations,trans,1099305,date 981205 -> 951121 (account_id 3755)
FAULT-03667,temporal_violations,trans,3633103,date 931130 -> 991128 (account_id 3108)
FAULT-03668,temporal_violations,trans,259829,date 931010 -> 920911 (account_id 890)
FAULT-03669,temporal_violations,trans,3560575,date 970731 -> 950501 (account_id 913)
FAULT-03670,temporal_violations,trans,741261,date 980112 -> 990501 (account_id 2530)
FAULT-03671,temporal_violations,trans,1563022,date 971106 -> 991015 (account_id 5313)
FAULT-03672,temporal_violations,trans,45809,date 951211 -> 226 (account_id 153)
FAULT-03673,temporal_violations,trans,1092400,date 960711 -> 940917 (account_id 3735)
FAULT-03674,temporal_violations,trans,2989260,date 980113 -> 602 (account_id 9897)
FAULT-03675,temporal_violations,trans,625272,date 970702 -> 960706 (account_id 2134)
FAULT-03676,temporal_violations,trans,3677908,date 971130 -> 426 (account_id 6738)
FAULT-03677,temporal_violations,trans,957536,date 970731 -> 921230 (account_id 3261)
FAULT-03678,temporal_violations,trans,3580331,date 940630 -> 930305 (account_id 1515)
FAULT-03679,temporal_violations,trans,1047355,date 970525 -> 990502 (account_id 3581)
FAULT-03680,temporal_violations,trans,622854,date 970118 -> 921008 (account_id 2124)
FAULT-03681,temporal_violations,trans,145625,date 981014 -> 505 (account_id 487)
FAULT-03682,temporal_violations,trans,1754590,date 980812 -> 220 (account_id 5952)
FAULT-03683,temporal_violations,trans,449910,date 960213 -> 941018 (account_id 1530)
FAULT-03684,temporal_violations,trans,3573839,date 980331 -> 930622 (account_id 1314)
FAULT-03685,temporal_violations,trans,12447,date 981111 -> 960921 (account_id 41)
FAULT-03686,temporal_violations,trans,537473,date 931212 -> 920404 (account_id 1829)
FAULT-03687,temporal_violations,trans,3493261,date 980228 -> 990510 (account_id 7861)
FAULT-03688,temporal_violations,trans,171513,date 970306 -> 930113 (account_id 575)
FAULT-03689,temporal_violations,trans,960771,date 970809 -> 950125 (account_id 3273)
FAULT-03690,temporal_violations,trans,438936,date 980714 -> 960331 (account_id 1492)
FAULT-03691,temporal_violations,trans,3452364,date 970831 -> 930131 (account_id 5546)
FAULT-03692,temporal_violations,trans,938975,date 980228 -> 990912 (account_id 3204)
FAULT-03693,temporal_violations,trans,348159,date 940713 -> 921015 (account_id 1180)
FAULT-03694,temporal_violations,trans,1231106,date 971111 -> 950630 (account_id 4214)
FAULT-03695,temporal_violations,trans,117728,date 940805 -> 921205 (account_id 396)
FAULT-03696,temporal_violations,trans,699192,date 971214 -> 110 (account_id 2392)
FAULT-03697,temporal_violations,trans,866082,date 951211 -> 940831 (account_id 2949)
FAULT-03698,temporal_violations,trans,204325,date 970531 -> 931226 (account_id 693)
FAULT-03699,temporal_violations,trans,618423,date 960408 -> 920210 (account_id 2110)
FAULT-03700,temporal_violations,trans,1143614,date 970113 -> 930511 (account_id 3912)
FAULT-03701,temporal_violations,trans,651591,date 960812 -> 990620 (account_id 2227)
FAULT-03702,temporal_violations,trans,3470446,date 960131 -> 931023 (account_id 4416)
